ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day
880-33-2181,4153412225057,Megan,Mack,F,8802 Foster Forge Apt. 081,Woodway,TX,76712,31.5051,-97.2311,23506,Physiological scientist,1994-08-27,269767510181,adults_2550_female_urban.json,e475db10a345ef92fbdcb492c8f74c0c,2022-06-02,04:13:44,1654139624,grocery_net,334.69,0,"fraud_Kohler, Lindgren and Koelpin",32.086296,-96.906666,5,7,14,8453,20,0,3,0,40.37,5.29,42.91,1809.51,72175.17,728445.4,1,15,21,15
228-21-9719,4422138433213303,Stephen,Lucas,M,295 Smith Burgs Apt. 930,Huntingtown,MD,20639,38.6095,-76.6003,14227,Television camera operator,1977-04-13,954935034037,adults_2550_male_urban.json,cc3c5b7a85a554a2e7e3fbebfc064108,2022-08-07,07:10:01,1659852601,misc_net,47.1,0,fraud_Donnelly PLC,39.216865,-76.542584,0,5,10,46829,8,0,6,1,26.75,43.97,55.68,864.94,38233.41,798553.18,1,10,13,39
272-59-1765,6538085904195574,Raymond,Russell,M,80186 Erin Overpass Apt. 385,Thornton,IL,60476,41.5727,-87.6078,2391,Conference centre manager,1956-08-29,313605865108,adults_50up_male_rural.json,37d722d6697fc2090f244ff2096c4c52,2022-08-03,04:53:06,1659498786,misc_net,4.14,0,fraud_Jaskolski-Vandervort,41.15869,-87.563581,0,0,10,4078,20,0,2,0,44.48,80.17,54.67,742.74,6725.98,903333.0,2,15,20,20
036-91-8701,30072020338813,Terri,Moore,F,7637 Sheryl Flats Suite 344,Pekin,IL,61554,40.5674,-89.6243,43810,Retail manager,1967-12-10,416164366273,adults_50up_female_urban.json,6d91fd02f36e514961800093c03eaa97,2022-12-08,20:59:51,1670529591,food_dining,14.09,0,"fraud_Lakin, Ferry and Beatty",40.006424,-89.541057,6,8,14,18435,18,0,3,0,12.95,36.23,43.75,411.35,34323.62,24690.81,6,10,12,10
051-19-2798,213182045777322,Christopher,Garcia,M,8841 Vasquez Underpass Apt. 793,West Townsend,MA,1474,42.6678,-71.7522,2125,Gaffer,1970-03-20,321944987591,adults_50up_male_rural.json,c93c3cd4cd3aef6c6cf72eeb22d81600,2023-03-31,15:34:34,1680273274,personal_care,106.1,0,fraud_Reichel LLC,41.783843,-71.585819,3,3,12,7649,18,0,4,0,80.16,73.64,66.44,1903.54,14649.81,1003683.35,7,7,16,40
436-44-4853,676142456075,Frederick,Fields,M,0863 Christopher Court,Katy,TX,77494,29.7404,-95.8304,250975,Computer games developer,1995-08-01,162035318102,adults_2550_male_urban.json,4e21c833c99636d32086cdfb38c96bf6,2022-10-05,14:46:41,1664977601,shopping_net,16.13,0,fraud_Lemke-Gutmann,29.792869,-96.755416,2,7,12,16390,17,0,2,0,86.68,1.31,24.49,3272.78,68549.12,625181.15,2,3,9,14
745-32-9351,4581927724437648,Erica,Jones,F,8915 Jamie Locks Suite 974,New York City,NY,10065,40.7651,-73.9638,1577385,Ranger/warden,1958-03-09,51041225745,adults_50up_female_urban.json,473394e8fd1c94c2a915f3d39b5b0f71,2023-04-24,21:57:59,1682369879,travel,73.63,0,fraud_Turner LLC,41.359459,-73.502784,3,4,9,12724,14,0,0,0,41.66,24.84,14.59,1455.38,24130.41,911493.9,5,12,12,47
279-49-1628,4370049174436871635,Kathy,Park,F,15774 Jocelyn Glens Suite 866,El Paso,TX,79904,31.8533,-106.4381,749635,Community development worker,1981-12-19,165457271513,adults_2550_female_urban.json,358b2092a93c6d5e20aa240f0da1958e,2022-12-31,18:44:19,1672508659,home,36.59,0,fraud_Lynch-Wisozk,30.926274,-107.312505,1,5,12,1656,15,0,5,1,59.43,65.51,6.94,3621.6,63674.49,1055921.84,2,6,19,13
511-92-7652,180058795797117,Eduardo,George,M,461 Sarah Radial Apt. 395,Ojai,CA,93023,34.4451,-119.2565,20589,Chief Operating Officer,1992-04-16,588499644972,adults_2550_male_urban.json,77b5bb267eb9e8f7f4062c992bcd05f1,2022-08-25,20:20:42,1661455242,misc_pos,2.45,0,fraud_McDermott-Rice,33.55546,-119.891714,2,4,13,43243,10,0,3,0,5.22,88.42,63.04,183.51,74126.35,551382.19,3,8,18,42
141-13-6542,4749701581515849,Michelle,Payne,F,39715 Wright Mall,Augusta,GA,30906,33.3589,-82.0099,202193,Charity officer,2001-07-23,5176547588,young_adults_female_urban.json,d807b580bf61f14cafb2a4b2471e627d,2022-07-31,12:03:18,1659265398,misc_net,143.17,0,"fraud_Greenfelder, Bartoletti and Davis",34.214462,-81.191199,6,6,13,46922,15,0,6,1,7.11,33.22,6.33,4197.06,58968.7,179277.08,3,4,19,40
162-56-8048,6011518193310435,Robert,Wright,M,5913 Robert Fields Apt. 288,Salem,OR,97303,44.9927,-123.0167,249657,Optometrist,2001-12-02,81440475680,young_adults_male_urban.json,cf8b0f7e24b74a8903a3e4522d38c72b,2022-06-10,09:16:11,1654848971,gas_transport,42.71,0,fraud_Luettgen PLC,45.615272,-123.371929,5,6,16,41484,18,0,4,0,43.86,43.71,33.33,1075.22,31854.02,684555.68,3,11,15,35
175-66-2443,213156596040280,Matthew,Campbell,M,0648 Jamie Junction Suite 829,Minneota,MN,56264,44.5587,-95.9767,2204,Theme park manager,1998-02-20,170913697251,adults_2550_male_rural.json,08ff5910fb98fb28325f8c6d3f3f3520,2022-10-23,15:16:19,1666534579,entertainment,61.68,0,fraud_Heaney-Marquardt,44.561745,-96.691169,6,9,17,57726,12,0,6,1,39.3,60.5,25.27,881.51,78997.07,288091.05,7,11,17,48
193-47-3249,3585448713404687,David,Lee,M,876 Matthew Trail,New York City,NY,10128,40.7816,-73.9511,1577385,Charity fundraiser,1987-02-23,287717138449,adults_2550_male_urban.json,aeacec6a90a2dd5018174e0a7f50af6b,2022-08-21,12:26:05,1661081165,misc_pos,79.23,0,"fraud_Yost, Block and Koepp",41.039379,-73.589721,0,1,10,29002,22,1,6,1,69.9,4.56,30.96,2085.8,44303.92,326049.21,6,10,13,38
591-72-2349,347337613874658,Matthew,Waters,M,5681 Mitchell Burg Suite 452,Willis,TX,77318,30.4416,-95.5394,28966,Diagnostic radiographer,2008-01-08,702551478407,young_adults_male_urban.json,45096e8e0af8620a2666e1d9ffaf3b8d,2022-08-28,22:26:32,1661721992,misc_pos,35.31,0,"fraud_Boehm, Block and Jakubowski",31.352066,-94.942292,6,7,15,54165,9,0,6,1,77.71,44.98,53.99,1024.55,13940.72,646967.32,3,4,7,41
176-62-1506,4706586862378577178,Bryce,Jones,M,917 Griffith Neck,Clearville,PA,15535,39.8533,-78.4392,2203,Accommodation manager,1958-05-05,947752642454,adults_50up_male_rural.json,8ab54250db30fb5e9cb5507231df78b1,2022-12-04,22:43:20,1670190200,food_dining,6.69,0,"fraud_Lakin, Ferry and Beatty",40.328975,-78.796062,3,6,15,29367,10,0,6,1,74.16,71.94,64.75,2050.48,88351.62,861103.12,1,9,12,19
881-37-6494,6011576013807956,Oscar,Davis,M,16525 Angela Crest,West Columbia,SC,29169,33.995,-81.0888,52126,Mental health nurse,1967-10-30,363208823458,adults_50up_male_urban.json,e4bb280de581ae9fa6e02c8a22967d61,2022-10-27,08:14:19,1666854859,entertainment,9.51,0,"fraud_Hoppe, Harris and Bednar",34.706254,-80.88908,2,3,10,1467,13,0,3,0,35.21,68.89,12.36,1915.23,92323.21,1051362.74,7,12,14,15
596-80-6900,30237410627691,Monica,Nelson,F,09354 Miles Oval Suite 139,Chappaqua,NY,10514,41.1705,-73.7715,11946,Writer,1996-08-11,128694848547,adults_2550_female_urban.json,b83e8bf4716757525a41600ffb14e734,2022-08-02,10:55:13,1659434113,misc_pos,35.0,0,"fraud_Monahan, Bogisich and Ledner",41.864359,-74.674676,1,2,11,78700,5,0,1,0,38.66,12.74,47.56,2263.32,32744.3,603694.11,2,8,17,46
068-44-1806,3542340438212465,Perry,Thompson,M,20411 Karina Way,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Editor, commissioning",1987-09-18,466343665964,adults_2550_male_urban.json,6e0c91eb2c3cb45176caf8ea4b1988cf,2022-12-24,22:16:34,1671916594,health_fitness,18.51,0,"fraud_Mueller, Gerhold and Mueller",29.52554,-91.847716,0,4,14,72101,20,0,5,1,18.88,61.84,4.42,2529.84,21901.25,767660.1,7,15,16,23
116-37-5596,3502748975243610,Tracy,Austin,M,89069 Shaw Fort Apt. 309,Lemont,IL,60439,41.7074,-87.9756,22919,"Teacher, special educational needs",1960-09-20,586015507791,adults_50up_male_urban.json,8caf90e2e9cfcd2ed8c88e4ea7f4bdc2,2023-03-20,15:27:47,1679322467,personal_care,62.5,0,fraud_Hills-Boyer,42.660845,-87.974651,3,4,11,4099,7,0,0,0,41.16,32.15,18.41,3704.13,19612.96,571258.08,7,11,23,44
499-35-3709,502004318916,Charles,Brown,M,088 Thomas Key,Hanford,CA,93230,36.3314,-119.6491,65264,"Teacher, adult education",1949-11-02,510699077426,adults_50up_male_urban.json,daf6b7e2ef8ed126d5557694cf0323ce,2022-06-04,03:14:53,1654308893,gas_transport,51.56,0,fraud_Ledner-Pfannerstill,35.672495,-118.864666,5,6,16,29477,22,1,5,1,81.88,6.52,5.7,3451.32,88434.17,80015.76,0,7,7,20
206-42-7252,4233222801944258926,Michelle,Ortega,F,56062 Clark Shoal,Fort Worth,TX,76105,32.7233,-97.269,813980,Artist,1974-04-12,429068169930,adults_2550_female_urban.json,f7236d310f062ccc8ecebb4480973936,2023-03-28,13:32:04,1680006724,personal_care,58.89,0,fraud_Bins-Howell,33.204777,-97.036756,6,10,19,21317,12,0,1,0,26.82,10.1,64.7,2012.91,52097.56,842483.9,5,7,22,21
258-59-5676,4846788674466438,William,Acosta,M,09728 Katherine Knolls Suite 655,Dayton,OH,45420,39.7171,-84.1342,479994,"Engineer, control and instrumentation",1990-12-18,476025702036,adults_2550_male_urban.json,5d238c3fa6cb92916be63a7ea3bff8a6,2023-04-19,22:01:08,1681938068,personal_care,8.1,0,fraud_Crooks and Sons,39.369005,-83.837459,6,8,13,75684,14,0,2,0,76.61,73.58,2.72,1674.66,77087.69,621094.25,2,4,16,20
060-77-4742,6011867716418146,Thomas,Williams,M,93632 April Street,Laredo,TX,78045,27.6357,-99.5923,248858,Diplomatic Services operational officer,1980-08-12,492232249319,adults_2550_male_urban.json,565253824fae738fdb0fe4aa2a62541c,2023-04-09,22:01:02,1681074062,personal_care,44.42,0,fraud_Gottlieb-Hansen,28.062293,-99.22069,4,6,15,67096,10,0,6,1,30.85,49.18,30.8,1807.36,10522.45,531526.83,5,8,20,38
292-68-4928,180065411242295,Jason,Ashley,M,138 Kristen Crest Suite 295,Chicago,IL,60639,41.9202,-87.7535,2680484,Cytogeneticist,1988-05-11,84557409428,adults_2550_male_urban.json,b56cb3ba022c961223b45b27953d1422,2022-11-09,14:19:57,1667999997,shopping_pos,2.49,0,"fraud_Schuppe, Nolan and Hoeger",41.911622,-88.289376,0,1,11,16846,17,0,2,0,17.17,20.12,18.41,3869.22,56881.0,392036.73,2,14,14,27
678-97-9742,503896591768,Bobby,Anderson,M,3002 Jessica Lights,Prospect,KY,40059,38.356,-85.6083,16708,Nature conservation officer,1985-11-30,569661007836,adults_2550_male_urban.json,4cd4c089e9548d6dc2a09dee9420b32d,2022-12-02,14:18:56,1669987136,entertainment,12.83,0,fraud_Cruickshank-Mills,38.420659,-86.229454,5,6,11,69495,10,0,4,0,81.11,56.2,16.23,1091.14,24531.6,722042.51,6,7,13,17
861-69-3508,4049639191954198767,Daniel,Flynn,M,468 Gonzalez Locks Suite 987,Lorain,OH,44052,41.4578,-82.171,67952,Sports development officer,1979-07-25,967143316329,adults_2550_male_urban.json,e8c8585671a6458b44b78fa70918f732,2022-09-23,20:29:01,1663961341,shopping_net,107.21,0,fraud_Schmidt and Sons,42.013276,-83.071319,1,6,13,43040,21,1,4,0,24.84,20.81,6.46,4348.49,95083.6,1037799.67,5,5,16,40
016-98-5231,374546696859289,Chase,Williams,M,739 Laura Corner Suite 707,Maryville,TN,37801,35.6884,-84.0769,81474,"Engineer, electronics",1979-09-22,331167262577,adults_2550_male_urban.json,c3300881957159d350cdb7a5a0da58b0,2023-03-02,16:43:37,1677771817,home,92.1,0,fraud_Collier LLC,36.368013,-83.925682,5,9,16,15321,13,0,3,0,48.11,76.78,13.22,759.88,91505.99,758135.91,7,13,17,37
033-64-4375,4648186842565,Tiffany,Wallace,F,88052 Baxter Ridges Suite 568,West Lebanon,NH,3784,43.644,-72.3007,4086,Museum education officer,1986-01-06,125911488605,adults_2550_female_urban.json,096ff916f3be1fdcef6536b3ac7fb72f,2022-12-28,13:06:21,1672229181,health_fitness,54.58,0,fraud_Roob-Okuneva,43.940345,-73.10532,3,4,12,27615,5,0,2,0,34.43,51.95,10.35,4416.16,6659.05,1004319.99,0,2,20,13
124-95-5827,4005166523431944,James,Newton,M,9981 Fuentes Spur Suite 624,Desert Hot Springs,CA,92240,33.9531,-116.5219,43525,English as a foreign language teacher,1962-05-16,883484096484,adults_50up_male_urban.json,bd8e79a8c5a43d916b4f4a1d784b4a38,2022-09-30,03:27:16,1664504836,shopping_pos,12.19,0,"fraud_Baumbach, Hodkiewicz and Walsh",34.587064,-115.681858,6,11,19,41087,23,1,4,0,51.1,33.1,2.94,1274.56,27499.71,757220.27,1,9,20,45
143-45-8164,30360841209226,Daniel,Green,M,1787 Kurt Vista,Irving,TX,75062,32.8479,-96.974,217883,Financial risk analyst,1993-01-28,350540343105,adults_2550_male_urban.json,79a3e59479ce12902b00dd25c3d6e1be,2023-03-22,15:01:57,1679493717,kids_pets,42.94,0,"fraud_Dare, Casper and Bartoletti",31.908743,-97.445096,4,6,13,52765,2,1,2,0,2.06,77.11,33.48,952.27,78778.01,793251.76,5,13,16,48
500-71-2948,3517307142902898,Robert,Good,M,6272 Wallace Freeway,Columbia,SC,29209,33.9659,-80.9355,333497,"Engineer, materials",1965-05-10,689785834370,adults_50up_male_urban.json,54ccaf085de96b244d30a4b11cd93986,2022-06-20,06:05:11,1655701511,grocery_pos,77.22,0,fraud_Doyle Ltd,34.357301,-80.401706,3,3,10,68665,23,1,0,0,14.98,40.05,1.36,3027.62,36850.09,973824.41,0,0,12,46
047-90-0093,6011405912581076,Omar,Sullivan,M,524 Moss Burgs Apt. 797,New York City,NY,10017,40.7517,-73.9707,1577385,"Teacher, adult education",1989-02-11,939653439474,adults_2550_male_urban.json,e5e87e69000389a6caaed57c2c4315ba,2022-05-24,00:28:06,1653348486,gas_transport,84.51,0,"fraud_Schaefer, Maggio and Daugherty",41.543285,-73.194432,1,2,9,72235,16,0,1,0,56.64,67.32,52.68,1858.77,8572.28,1050849.34,2,9,19,12
616-40-0092,4614370912569529,Sarah,Weber,F,176 Kristina Park,Warren,MI,48088,42.5164,-82.9832,134056,Insurance broker,1940-10-01,98415844465,adults_50up_female_urban.json,032a8b1242827e94691070b404c6c73a,2022-12-29,18:22:59,1672334579,home,187.35,0,fraud_Collier LLC,41.711643,-83.851174,0,3,10,65111,11,0,3,0,58.5,41.24,45.06,3231.87,39710.71,190271.18,5,10,22,10
335-05-0215,4861140767034709,Andrew,Anderson,M,4646 Derek Key,Norwalk,CT,6850,41.1222,-73.4358,85422,Armed forces logistics/support/administrative officer,1975-01-25,492382226464,adults_2550_male_urban.json,d77edd174345a3be0980f40a50e83cf4,2022-05-14,05:50:06,1652503806,gas_transport,68.89,0,fraud_Cummerata-Jones,40.289167,-72.832958,1,1,9,22211,7,0,5,1,44.77,12.92,14.59,995.32,30267.73,741378.62,7,14,14,37
548-90-7276,2285994383859002,Julian,Jones,M,64520 Matthew Roads Apt. 879,Mc Connellsburg,PA,17233,39.9443,-77.9901,5047,"Scientist, clinical (histocompatibility and immunogenetics)",1950-10-17,54448126086,adults_50up_male_urban.json,041d02e24466acba91a8bcc550c02b0f,2022-05-27,08:51:55,1653637915,gas_transport,1.01,0,fraud_Corwin-Collins,39.487122,-77.554428,4,5,13,61660,7,0,4,0,28.45,83.88,16.34,120.7,46535.3,1055320.04,3,9,12,18
180-64-8089,341932526749421,Scott,Hines,M,66095 James Turnpike,Columbus,OH,43230,40.0347,-82.8726,783285,"Civil engineer, consulting",1957-10-12,304837538148,adults_50up_male_urban.json,58018808adc5915d76a03a77280f0910,2022-12-14,13:41:13,1671021673,health_fitness,164.95,0,"fraud_Conroy, Balistreri and Gorczany",40.764139,-82.404916,4,5,15,54573,3,1,2,0,24.33,13.14,68.8,3729.36,82294.8,246686.86,6,14,17,39
301-37-8876,3592375909722856,Susan,Roberson,F,585 Kelly Ways,Cumberland,RI,2864,41.9484,-71.4154,33396,"Clinical scientist, histocompatibility and immunogenetics",1975-09-13,679513531631,adults_2550_female_urban.json,a30af599b0b7e2c565d9154ccd6a6c42,2022-10-22,22:28:59,1666474139,shopping_pos,211.72,0,"fraud_Goyette, Howell and Collier",42.642598,-71.3117,2,5,13,73206,5,0,5,1,4.69,75.09,59.52,2564.7,46727.13,1005627.65,2,14,15,43
617-21-7193,180067823608428,Carlos,Townsend,M,1444 Morgan Groves Apt. 062,Saint Louis,MO,63136,38.7196,-90.27,927396,Advice worker,1959-07-29,581461795465,adults_50up_male_urban.json,1a322abac2f1b2969809c29c528f5f06,2023-01-11,18:37:16,1673458636,home,61.91,0,fraud_Terry Ltd,38.836831,-91.153244,3,6,16,4226,4,0,2,0,12.98,81.86,45.9,103.35,74543.41,441242.8,3,15,19,21
461-52-2005,4079117292335916,Danielle,Clark,F,53562 Ball Stravenue,Snohomish,WA,98296,47.8579,-122.092,60670,Insurance risk surveyor,2007-10-16,390763041578,young_adults_female_urban.json,5da42ab6593647139b986d9fb2d74262,2023-04-04,20:05:30,1680635130,personal_care,5.67,0,fraud_Friesen-Ortiz,47.33161,-122.008434,3,4,13,58093,4,0,1,0,33.87,42.62,13.45,1499.97,37566.67,47782.51,6,7,10,26
675-39-4671,4815762701172,Tammy,Ryan,F,91800 Ortiz Row Apt. 528,Coplay,PA,18037,40.6166,-75.4896,7070,Media planner,1991-07-04,855381085630,adults_2550_female_urban.json,74ac40c481b694e7a25ffc5da6167954,2022-08-13,02:20:59,1660353659,misc_pos,60.69,0,fraud_Smith-Stokes,40.148706,-75.465563,0,2,10,56872,11,0,5,1,72.06,39.49,66.59,4941.0,39604.71,822616.96,3,10,11,19
264-36-4373,346494615286810,Garrett,Peck,M,6740 Vazquez Radial,Los Angeles,CA,90047,33.9569,-118.3073,2383912,Forensic psychologist,1969-02-21,105532289064,adults_50up_male_urban.json,f5f4451e4d79e60576cfc36512d80c42,2023-04-22,15:09:41,1682172581,travel,184.59,0,fraud_Bednar Inc,33.498708,-118.232311,4,4,10,5394,12,0,5,1,54.55,37.11,43.64,604.54,48697.38,311679.64,2,12,20,35
272-98-6002,4073415274219,William,Medina,M,09438 David Plaza,Salt Lake City,UT,84123,40.6596,-111.9193,594043,Automotive engineer,1977-05-04,959888727765,adults_2550_male_urban.json,3ff7c71062f4cf144454f09cc91d4219,2022-12-31,16:12:48,1672499568,health_fitness,95.82,0,fraud_Kub-Heaney,40.217348,-111.748767,6,8,14,85126,19,0,5,1,86.93,13.6,12.83,733.42,45514.48,220217.85,2,11,17,44
276-99-7692,676190583663,Kimberly,Phillips,F,8999 Moore Rest,Willoughby,OH,44094,41.6302,-81.4076,35234,Psychiatric nurse,1975-02-15,16256071727,adults_2550_female_urban.json,0801cb93be272b22e83b0100ba6c7c05,2022-06-14,04:34:27,1655177667,grocery_pos,214.67,0,fraud_Koepp-Witting,42.18142,-81.629045,6,9,14,48952,7,0,1,0,42.22,10.48,44.8,4772.05,90304.87,401925.0,3,3,22,4
093-99-2879,3528062539418548,Glenn,Ramirez,M,8831 Cannon Center,Wartburg,TN,37887,36.1016,-84.5652,7511,Exhibition designer,1985-07-18,439577689590,adults_2550_male_urban.json,33774211d0c1e7e59c9b368df35c843a,2022-12-31,21:53:16,1672519996,health_fitness,1.11,0,"fraud_Torp, Muller and Borer",35.555205,-85.226982,0,5,15,62188,20,0,5,1,38.14,20.84,34.15,4677.8,25162.4,359257.61,1,2,8,39
025-18-2093,4869229230031913,Aimee,Cantrell,F,542 Kevin Park Suite 164,Moose Lake,MN,55767,46.4472,-92.7466,4532,Quantity surveyor,1979-09-23,872514666093,adults_2550_female_urban.json,118f85a5f269483d80bfbf66d6d3e734,2022-11-13,16:55:49,1668354949,entertainment,62.02,0,"fraud_Schaefer, Fay and Hilll",46.501626,-91.992871,1,4,14,65731,18,0,6,1,54.73,84.26,11.38,3760.47,16283.19,541168.67,5,9,11,25
873-22-6096,4044554283588743,Christopher,Williams,M,80547 Mcgee Ramp Apt. 018,Georgetown,TX,78628,30.6411,-97.7511,69072,"Physicist, medical",1972-08-19,55072049993,adults_50up_male_urban.json,d67a6bc4b5e4f459a690b796ed730bcd,2022-08-16,03:43:36,1660617816,misc_pos,46.95,0,fraud_Herman Inc,31.639058,-97.588088,6,6,16,7888,19,0,1,0,77.5,63.34,48.37,3116.58,26910.87,289125.96,0,10,20,14
085-38-2330,36022901197030,Stephanie,Martinez,F,5184 Brian Dale,West Pittsburg,PA,16160,40.9301,-80.3611,864,Music therapist,1987-04-26,939277617394,adults_2550_female_rural.json,6d99a4bcacdcf752c6395fa9da556d6b,2023-04-15,15:19:23,1681568363,personal_care,5.6,0,fraud_Osinski Inc,40.628691,-81.114952,1,1,9,39439,20,0,5,1,53.94,88.07,12.0,589.25,61540.37,322036.22,3,14,14,35
045-45-6517,2228754064468626,Patricia,Thompson,F,9213 Johnson Burg,Greenfield,CA,93927,36.3202,-121.2451,17547,"Engineer, production",1994-09-17,87668392627,adults_2550_female_urban.json,217b8bae5803f6db8653645efc8284e8,2022-10-13,23:55:10,1665701710,shopping_pos,12.1,0,fraud_Jast-McDermott,35.84034,-120.259384,3,5,13,51911,6,0,3,0,16.1,76.95,46.5,984.21,55592.99,68233.46,5,14,17,43
483-47-3225,3591881940548466,Nicholas,Calhoun,M,893 Boyd Lakes,Anson,TX,79501,32.7489,-99.8953,3528,Sports coach,1988-08-01,218609638919,adults_2550_male_urban.json,900cc42bcf7f8480ea0403c9f60a3400,2022-07-07,00:10:01,1657149001,grocery_pos,53.45,0,fraud_Bailey-Morar,32.636945,-100.005451,0,0,9,48695,12,0,3,0,31.38,59.43,5.79,4762.2,54005.96,277004.87,6,9,13,24
131-38-7435,36062771897657,Sean,Moreno,M,171 Dustin Fort,El Monte,CA,91732,34.0705,-118.0149,90977,"Designer, exhibition/display",1945-01-03,937976326764,adults_50up_male_urban.json,f8c659a550d2758a90b6c54d9d7bebcd,2022-06-26,06:37:07,1656221827,grocery_pos,3.51,0,fraud_Kutch and Sons,34.193942,-117.262017,4,4,9,47878,16,0,6,1,24.87,23.09,20.05,956.8,4077.34,379721.49,2,10,16,47
673-11-1328,4064533495692401383,Tonya,Savage,F,864 Rose Heights Apt. 852,Eagle Bend,MN,56446,46.117,-95.0961,1597,"Designer, exhibition/display",1993-07-15,331424146349,adults_2550_female_rural.json,86339035e274c57e8acde473a202ecae,2023-05-02,14:19:42,1683033582,travel,2.0,0,fraud_Leannon-Nikolaus,46.370548,-95.255996,6,10,17,41601,14,0,1,0,70.11,87.78,46.51,3460.13,72401.54,548804.87,6,12,19,49
715-15-7056,213164626546599,Joseph,Cardenas,M,702 Richards Trail,Onekama,MI,49675,44.3646,-86.21,1030,Financial controller,1990-05-15,212771215429,adults_2550_male_rural.json,c204637b537dce0c77f3444345630054,2023-01-23,15:43:55,1674485035,home,49.65,0,fraud_Kutch-Ferry,44.380239,-86.071339,0,5,14,47346,16,0,0,0,43.62,62.4,51.15,3705.45,46426.57,367226.61,6,7,8,44
500-47-4859,180011994756335,Kaylee,Mccullough,F,23569 Jessica Center,Boston,MA,2121,42.3071,-71.0816,386505,"Programme researcher, broadcasting/film/video",1999-08-03,39104439278,young_adults_female_urban.json,12dc085a9298ddd50edf3e2e2b2529d0,2022-08-06,23:50:17,1659826217,misc_net,104.01,0,fraud_Lebsack and Sons,42.086185,-70.20163,1,1,6,41385,4,0,5,1,83.84,22.26,61.15,3682.85,43780.66,154803.74,6,11,22,16
126-87-0218,4999019877552121567,Cory,Elliott,M,02635 Hannah Spurs Apt. 407,Chula Vista,CA,91915,32.6315,-116.9408,239879,Meteorologist,1955-06-13,962921400637,adults_50up_male_urban.json,f3e305da051bd753d3d66e5cd4f5284a,2023-04-16,12:39:43,1681645183,personal_care,186.73,0,fraud_Emmerich-Rau,32.323843,-117.506135,0,3,12,31052,5,0,6,1,23.39,73.87,23.84,3519.22,40825.37,178490.49,5,8,22,19
123-78-0138,30136367775141,Steven,Walsh,M,605 Manning Trace,Albuquerque,NM,87108,35.0726,-106.5749,641349,Chief Operating Officer,1972-05-09,929024100353,adults_50up_male_urban.json,7b38eb66f581fa101f958378c216e187,2022-09-03,01:51:34,1662166294,shopping_net,79.73,0,fraud_Boyer-Reichert,35.513091,-107.218666,6,6,12,72873,19,0,5,1,80.26,33.62,29.31,3824.75,82587.58,63369.09,7,14,23,20
805-53-1541,2261500919739234,Erin,Carter,F,3179 Osborne Causeway,Crystal Lake,IL,60014,42.2308,-88.3324,59670,Mental health nurse,1996-10-26,50317525930,adults_2550_female_urban.json,38d07e416f96a416b6a59b465741b482,2022-07-31,00:06:16,1659222376,misc_pos,185.79,0,fraud_McGlynn-Jaskolski,42.277711,-87.763274,1,1,10,43557,1,1,6,1,70.69,67.76,68.72,4671.88,87418.41,689460.55,5,12,19,36
632-36-5033,501868902781,Jonathan,Jones,M,5375 Jackson Cove,Downsville,LA,71234,32.6525,-92.3745,3992,Hydrogeologist,1955-04-09,569703527913,adults_50up_male_urban.json,e05a910425eee119edf8cf0f213b5b0c,2022-07-10,03:09:33,1657418973,grocery_pos,8.71,0,"fraud_Schultz, Simonis and Little",32.471917,-91.958162,2,7,12,58077,12,0,6,1,45.0,58.09,5.85,596.71,60261.04,868056.23,5,15,23,21
018-91-8903,30566255618021,Brian,Arnold,M,045 Jessica Parkways,Slidell,LA,70458,30.2784,-89.7712,84991,Volunteer coordinator,1975-10-27,728753869224,adults_2550_male_urban.json,60db7dd12543f4391b5d56889db4e480,2022-11-19,19:09:41,1668881381,entertainment,1.21,0,fraud_Schuppe LLC,30.454809,-90.256014,1,3,10,61193,5,0,5,1,27.32,34.07,60.94,4980.7,95148.01,772282.17,3,11,21,40
480-66-8211,213112269951907,Ryan,Barnes,M,2052 Lori Camp Suite 571,Cherry Tree,PA,15724,40.7554,-78.8474,2412,Dance movement psychotherapist,1978-12-07,547865300203,adults_2550_male_rural.json,cd36e1793a45ad52fac39b631c835bdf,2022-11-27,21:06:42,1669579602,food_dining,75.81,0,fraud_Zboncak LLC,40.89618,-78.61138,6,6,13,83783,19,0,6,1,18.37,13.98,39.95,2415.75,58403.24,622041.97,2,5,12,40
897-05-1591,5300051553234153,Marcus,Stewart,M,5244 Leah Estate Apt. 261,Albany,NY,12203,42.7003,-73.8575,151022,Site engineer,1932-05-15,682514247234,adults_50up_male_urban.json,0532507075b27ec60165fcec68fbe7a3,2022-05-20,08:57:55,1653033475,gas_transport,6.58,0,fraud_Erdman-Kertzmann,41.899527,-74.183925,2,5,15,987,10,0,4,0,31.47,54.43,47.11,3876.15,32952.81,182798.08,1,7,10,8
